(-148, -97), -9
(63, -49), -146
(-36, -108), 7
(114, -45), -173
(-71, -95), -17
(-105, 60), -51
(-182, 167), -189
(-130, -191), 162
(-28, -61), -25
(-35, -34), -188
(97, 40), -33
(-119, 125), -22
(-23, 11), 142
(130, 17), -40
(-87, 164), 181
(183, 162), 86
(150, 160), 85
(-94, -192), 131
(93, -156), -170
(-52, 31), 10
(-49, -10), -116
(182, -177), 59
(-61, 77), 114
(164, -136), -109
(-68, -164), 67
(-90, 115), 143
(-117, 83), -116
(-61, 126), -40
(-73, 86), -174
(-118, -14), -194
(158, -30), 147
(-187, 47), 2
(-138, -194), -18
(-161, -91), -163
(-112, -132), -147
(-15, -107), -114
(-86, 136), 111
(89, 169), 140
(-154, 8), -108
(-66, -186), -61
(-96, 56), 38
(155, -49), -73
(-188, 27), 159
(75, -112), -20
(189, -10), -118
(104, 77), -54
(19, 69), 58
(-44, 151), -176
(-162, -100), 107
(73, -198), -74
(-114, 112), 186
(47, -149), 124
(185, -128), -165
(200, 73), 24
(12, 99), 188
(-165, -156), -13
(138, -154), -108
(-35, -121), -167
(116, 169), -76
(-141, 66), -71
(165, -83), -29
(-51, 46), -92
(188, 92), -31
(6, -122), -55
(69, 33), -59
(142, -102), 128
(-129, -27), 70
(-10, -195), 164
(-108, -85), -43
(200, -99), 145
(-10, -126), 9
(161, -118), 93
(-172, 58), -131
(58, -149), 14
(60, -168), -30
(-32, 113), -197
(170, 153), 32
(40, -50), 64
(-144, -153), 103
(-85, 88), 11
(-61, -165), -102
(182, 136), 176
(-194, 44), 188
(155, -26), 28
(-104, 131), 138
(-81, 157), 194
(20, 53), 141
(-63, 87), 55
(33, 173), -77
(132, 161), 182
(-196, 43), 199
(-196, -47), 5
(-22, -149), -98
(-38, 79), -123
(123, -199), 124
(149, -106), 62
(-90, 134), -121
(2, -14), -151
(-117, 53), 25
(193, 101), 121
(150, -47), -85
(196, -145), 123
(26, -138), 45
(108, 117), 80
(-41, 156), -123
(-50, -133), -199
(-100, 7), -147
(70, -171), 172
(-31, 52), -137
(-91, 179), 40
(-85, 137), -180
(194, 112), -140
(-189, -163), -160
(-19, -26), 16
(-50, -128), -127
(72, -194), 4
(-31, 2), 9
(-66, 90), -106
(-50, 90), -35
(105, 49), -122
(-170, 18), -187
(42, -143), 132
(159, 31), 44
(197, -8), 21
(-80, -131), -5
(-50, -97), -82
(-111, 185), 2
(139, -51), -170
(-162, 46), 35
(3, 8), 86
(-29, 1), 129
(73, 29), 144
(161, -161), 101
(65, 38), -102
(93, 152), 30
(-98, -143), 121
(-52, -72), 40
(55, -159), -157
(117, 127), 70
(-107, 172), 172
(-17, 151), -84
(-151, -183), -153
(200, 5), -128
(-134, -183), -7
(157, 96), -139
(-182, 10), 13
(-64, -143), -65
(-19, 185), -144
(49, -164), -160
(-34, 165), 166
(175, 198), 110
(78, -60), 7
(77, 98), 44
(-119, -178), -52
(-148, -110), -149
(10, -34), 20
(-187, 32), -22
(-11, -191), -184
(-103, 115), 56
(4, -90), 14
(143, 168), 96
(-195, -193), -160
(-18, 135), -21
(-150, -173), -36
(104, 82), 124
(37, 162), -67
(18, 54), -43
(-82, 160), 13
(147, -140), 181
(-117, 55), -59
(-88, 198), -144
(0, -96), 197
(49, -18), -157
(-152, 80), -1
(97, -75), 7
(49, -83), -133
(-177, 51), -88
(-24, -134), 61
(82, -171), 155
(24, -98), -113
(-74, 199), 91
(47, -162), 80
(-198, -73), 37
(-12, -104), 21
(-109, -103), -108
(117, -89), -181
(12, 50), -29
(-163, 200), -101
(16, -12), 183
(-183, -82), -79
(-77, -45), -80
(131, 154), -180
(-54, -28), -9
(-88, -114), -85
(85, -106), -69
(-14, -179), 22
(-10, 89), 122
(166, 179), -71
(5, -135), -117
(-117, 120), -110
(-32, 19), -61
(-38, 8), 6
(-199, 49), 143
(-57, 84), -183
(-117, -120), 127
(-95, 143), 121
(-173, 143), 10
(-140, -81), 63
(155, 31), -1
(-70, 112), -60
(-93, 131), 56
(129, -43), 81
(107, -36), -150
(-68, 89), -193
(22, 91), -136
(-151, -24), -194
(-32, 48), -87
(-153, 170), -100
(-65, -23), 21
(189, -51), -157
(189, 133), -118
(-14, -138), 36
(160, -191), 76
(129, 92), -147
(-140, -1), 185
(2, -3), -123
(-131, 38), -28
(-130, 165), -116
(54, 173), -177
(-124, -18), -5
(101, 108), 27
(-169, 173), 0
(-97, -160), -97
(48, 66), 117
(171, 60), 72
(-41, -140), 20
(-154, -196), -98
(63, -38), 131
(-77, -130), -83
(-43, -170), 180
(195, 96), -91
(140, -142), -89
(45, 20), -124
(110, 185), -65
(-174, -38), -171
(181, 71), 161
(104, -158), -11
(119, 48), 38
(-15, 30), 65
(104, -56), 161
(19, 108), -85
(-154, 107), 128
(36, 73), -71
(65, -55), -175
(-113, -144), -103
(54, 155), -156
(-165, -70), 195
(82, 31), 182
(5, -2), 139
(-115, 116), -198
(39, -170), -135
(-150, -74), -154
(-40, -181), -193
(134, 75), 6
(-4, 76), 45
(-6, -92), -170
(170, -154), 119
(-46, 190), -114
(171, 108), -71
(-167, 152), -94
(-161, -18), -177
(124, 131), -123
(-194, 116), -190
(130, -51), -36
(-24, -135), 117
(-194, 69), -31
(-27, 119), -49
(59, -97), -11
(-23, 174), -42
(-4, -105), 168
(169, 93), 170
(-170, -4), -131
(21, -55), -68
(49, 176), -35
(-178, 42), -109
(-17, 0), 78
(130, -141), 127
(-142, 118), -192
(17, -179), -70
(104, 50), -53
(49, 88), 19
(-181, 126), -188
(-191, -109), 65
(87, -47), 51
(21, 24), -135
(-17, -49), 69
(133, 112), -72
(-29, 32), -157
(179, 60), 104
(195, 167), 75
(50, -107), 157
(-112, -122), 108
(15, -110), 173
(79, 191), -84
(-21, -96), 110
(-155, 143), -101
(172, 54), -104
(-155, -27), -156
(47, -77), 170
(-185, -106), 46
(-130, 28), -14
(-148, -3), 41
(190, -192), -196
(139, 168), 76
(34, -132), 165
(-125, -38), 57
(-18, 76), 98
(132, 184), 119
(84, -73), -181
(-97, 16), 100
(-71, 17), -103
(-107, 10), 54
(156, -61), 35
(2, 153), -42
(23, 32), 35
(-51, 46), -125
(-200, 74), -154
(83, -92), 25
(157, 11), 125
(-121, 47), 10
(62, 159), -156
(34, -92), 148
(107, 157), -64
(52, -182), -16
(-177, -11), 156
(-139, -94), -79
(168, 101), 41
(-189, 127), -44
(15, -189), 64
(-129, -101), 23
(138, -111), -85
(107, 168), 146
(167, -33), -82
(0, -58), -17
(-193, -37), -3
(69, -45), -119
(-28, -154), -120
(82, -60), 124
(128, -132), -63
(-34, 176), -66
(39, 182), 89
(-181, 68), 69
(-195, 146), -124
(69, -199), 83
(173, -63), -151
(-198, -91), -14
(27, -195), 35
(-24, 136), 22
(-192, 48), 68
(-34, -144), 17
(5, 1), 119
(-135, 90), -125
(57, -13), 98
(28, 137), 32
(-20, -108), -88
(-111, -94), 146
(10, 179), 41
(190, 118), -158
(-89, 82), -70
(133, -36), -116
(-4, 82), 140
(-165, -3), 44
(-83, 115), -147
(157, -157), -54
(91, 36), -66
(-85, 43), 188
(-142, 71), -28
(135, -85), -23
(-50, 96), 185
(-159, -29), 5
(164, -3), 63
(153, 90), -131
(75, -92), 54
(-54, 142), 34
(-61, 195), -128
(181, 12), 139
(149, -32), -16
(56, -15), 181
(-56, 122), 199
(-87, -93), 184
(96, 88), 104
(151, -127), 86
(-200, -38), 159
(183, 119), -128
(-153, 39), 27
(146, 68), 184
(191, -5), 119
(-193, 195), 107
(127, -39), 103
(-168, 190), 0
(17, 160), -145
(-42, 83), -167
(75, -98), 144
(21, 84), 190
(131, -25), 70
(47, -66), -144
(-56, 75), 77
(-179, -171), -175
(-106, -115), -124
(-14, 71), 40
(151, 187), 110
(-70, -33), -100
(-20, -181), -152
(150, -179), -88
(-46, 151), 86
(125, -9), 75
(4, 179), 183
(135, -36), -67
(113, -138), -122
(128, -105), 145
(112, -169), 15
(47, 180), 125
(140, 36), 93
(167, -77), -142
(-136, -107), 185
(-6, 77), -174
(-4, -109), -191
(149, -107), 59
(-125, 197), -185
(-113, -131), -157
(0, -168), 122
(-119, 58), -188
(137, 186), -156
(-47, 34), 70
(-195, -167), 25
(-93, 145), 185
(-2, 14), 177
(146, 161), -118
(-186, 169), -200
(129, 149), -50
(112, -59), -92
(162, 170), -196
(-110, 121), -107
(-22, 131), 155
(-22, -55), 143
(-164, 139), -110
(-184, -116), 146
(-65, 50), -47
(139, -188), 65
(127, 83), 0
(-197, 30), 165
(-73, 85), -46
(-75, 80), -6
(-172, 190), 91
(178, 18), 155
(-11, 71), 137
(-82, -160), -73
(-150, -73), 90
(153, 184), -40
(-109, 90), 30
(49, 105), 76
(45, -123), -141
(25, 198), -41
(-71, 182), -12
(-115, 10), 91
(106, -24), 111
(-121, -188), 183
(38, -25), -93
(-91, 58), 14
(87, -115), -93
(-78, 79), -142
(32, 135), 54
(122, 29), -166
(14, -186), 96
(-170, -79), -69
(74, -81), -112
(-75, 0), 78
(136, 198), -200
(124, 41), 116
(-76, 132), 106
(-31, -53), -89
(-195, 157), 0
(90, 166), 181
(-122, 126), 32
(-10, 41), -55
(115, 118), 78
(-95, 130), 82
(-136, -15), 189
(36, -112), -145
(-59, 56), 52
(-190, 53), 100
(158, 143), 130
(-60, -112), -88
(-83, 187), 35
(13, 59), 14
(114, -2), -127
(-1, -165), 110
(8, 29), 131
(-100, 175), 29
(-171, -159), -111
(-42, -92), 78
(-93, 81), 200
(-105, -128), -145
(-118, 145), 129
(-149, 163), 42
(-147, -58), -7
(-176, -93), -98
(-22, -173), 22
(-40, 75), -96
(22, -175), 67
(-87, 125), -17
(168, -193), -70
(-157, 147), 149
(-61, -21), -145
(128, 16), -26
(-72, 2), -6
(-58, 81), -181
(-179, -164), -158
(30, -65), 84
(-77, 176), 22
(98, 134), 185
(134, -45), 28
(74, -155), 134
(197, 162), 109
(7, -121), -73
(74, -102), -5
(199, -116), 0
(-13, -66), -64
(-142, -159), -41
(-143, -135), 175
(148, -28), -58
(-149, -67), 15
(-68, 14), 137
(-95, 88), -69
(-139, 82), -12
(126, 123), 30
(154, 101), -28
(-87, 149), -77
(7, 1), -167
(132, 115), -111
(186, -18), -127
(133, -28), -59
(23, 37), -197
(123, -173), -26
(133, 124), 57
(67, 118), -158
(79, 183), 77
(-38, -39), -87
(-96, -60), -123
(167, 87), -147
(50, -177), 37
(144, 21), -106
(-53, 132), 32
(-3, 122), -30
(-146, -175), -56
(146, -13), 25
(165, 111), 189
(75, -11), 190
(150, -130), 41
(41, -96), 173
(146, -178), -113
(-14, 189), 86
(57, -129), -34
(75, -60), -93
(42, 7), -193
(15, 132), 142
(72, -33), 156
(111, 6), -148
(29, -44), -136
(64, 112), 150
(-130, -130), 2
(-164, -59), -6
(88, -99), 68
(80, -85), -176
(-187, -158), -70
(-157, 164), -156
(158, -137), 152
(58, 34), 51
(-79, 176), 146
(196, -163), -66
(70, -73), 13
(-118, -197), 166
(-184, -86), 35
(144, -90), 89
(-193, -3), 154
(59, 94), 0
(77, -3), -39
(-193, -86), -76
(-112, -195), -189
(131, 190), -119
(-23, -177), 100
(-141, -118), 16
(86, 135), -161
(60, -121), -78
(-157, 97), -186
(-194, 103), -198
(-52, -20), 173
(-110, 28), -52
(102, 127), 154
(-157, -74), -23
(77, -69), 81
(-13, 200), -107
(126, -148), 38
(-35, 66), 145
(-3, -86), 114
(-178, -85), 70
(44, 34), -99
(-99, -199), 9
(-25, -49), 92
(-145, -10), 184
(-68, -96), -72
(18, -76), -148
(-162, 34), -130
(91, 18), -92
(4, -64), -105
(-186, -66), -194
(-195, -148), 97
(113, -153), 51
(183, -43), 26
(88, 143), -141
(21, -58), -189
(-187, 2), -194
(-10, 82), -128
(182, 167), -65
(-94, -22), -119
(-75, 179), 38
(-181, -21), -173
(-190, 41), -171
(157, -198), 91
(23, -191), 9
(198, 134), 80
(154, -200), 171
(108, -183), -50

(122, 10)
(-64, -71)
(33, 49)
(111, -173)
(8, 184)
(-103, 132)
(9, -115)
(71, 189)
(-12, -86)
(9, 91)
(-33, 40)
(6, -14)
(-191, 161)
(3, -45)
(-197, 77)
(-126, -105)
(62, 176)
(170, -46)
(178, 49)
(-117, -77)
(133, 163)
(-26, -113)
(117, -44)
(-126, -3)
(56, -195)
(-61, -136)
(32, 191)
(43, 166)
(-173, 168)
(152, 6)
(-92, 38)
(-191, 122)
(9, -137)
(67, 15)
(-152, 114)
(42, 30)
(-93, 28)
(40, -94)
(-68, 174)
(-60, 128)
(55, -117)
(21, -142)
(-85, 65)
(-169, 187)
(111, -150)
(-160, -170)
(4, -85)
(-75, -137)
(187, -76)
(-37, 12)
(123, -94)
(-143, 126)
(112, 54)
(78, 63)
(-158, -33)
(157, -191)
(166, -7)
(53, 27)
(180, 21)
(77, 3)
(35, -105)
(-187, -21)
(100, -133)
(-78, 83)
(-121, -77)
(-67, -134)
(191, -200)
(-38, -25)
(20, -65)
(70, 84)
(-143, -41)
(-170, -200)
(27, 56)
(-90, 80)
(-48, -159)
(-167, -46)
(-121, -143)
(80, 79)
(-67, -187)
(90, -70)
(-140, -17)
(-155, -112)
(-173, -40)
(-148, 17)
(-149, 147)
(171, -184)
(127, -116)
(116, 33)
(105, 66)
(105, -123)
(107, 84)
(71, 55)
(57, 135)
(161, -196)
(140, 115)
(90, -175)
(-154, -136)
(120, -125)
(142, -14)
(84, 83)
(41, -16)
(-172, 66)
(-91, -181)
(136, 66)
(-135, -145)
(-106, -41)
(29, 136)
(192, 53)
(-151, -106)
(20, -172)
(-191, -16)
(30, -14)
(-100, 0)
(-141, -141)
(125, 127)
(-162, -124)
(20, -180)
(134, -30)
(127, -28)
(-68, -35)
(-8, -90)
(97, -39)
(22, 83)
(106, 7)
(-153, 124)
(13, 33)
(116, -103)
(148, 128)
(165, 98)
(195, -28)
(25, -182)
(-129, 159)
(78, 68)
(-37, -94)
(64, 23)
(20, -20)
(-29, 84)
(174, -73)
(165, -10)
(-32, 166)
(-31, 81)
(163, -39)
(-157, -40)
(-118, -5)
(173, -19)
(1, -156)
(-14, 26)
(-20, -86)
(-32, 82)
(146, 49)
(-2, -159)
(1, -141)
(110, 54)
(-197, -87)
(-101, 145)
(-150, 94)
(-59, 199)
(18, 152)
(143, -155)
(168, -27)
(-150, 29)
(32, -48)
(-73, 135)
(-78, -47)
(148, -44)
(-162, 104)
(-63, 116)
(-145, 114)
(65, -85)
(162, -114)
(-23, 78)
(-37, 116)
(-67, -16)
(-70, -140)
(16, 120)
(186, -31)
(142, -117)
(22, 198)
(98, -145)
(139, -161)
(-150, 62)
(-39, 31)
(196, 148)
(-200, 171)
(65, 72)
(127, -4)
(-93, 101)
(133, 119)
(103, -2)
(113, -187)
(-122, -66)
(-123, 31)
(130, 187)
(-33, 53)
(145, 163)
(31, 55)
(-118, -94)
(-145, -188)
(-142, -7)
(82, -59)
(-99, -149)
(91, -88)
(-72, -102)
(-175, -33)
(30, -10)
(43, 147)
(110, -103)
(-126, -123)
(-166, -12)
(-44, -109)
(-130, -78)
(55, 149)
(122, 124)
(13, 186)
(-135, -115)
(-19, -31)
(144, -10)
(10, 127)
(-63, 51)
(8, -43)
(118, -46)
(-63, -166)
(-23, -49)
(70, -29)
(-76, 47)
(126, -154)
(17, -146)
(50, 174)
(80, 168)
(131, -41)
(-26, 124)
(-120, 192)
(-124, 118)
(-104, -90)
(77, 146)
(183, 77)
(-47, 149)
(-65, -91)
(-71, -182)
(-120, -50)
(21, -134)
(22, 71)
(138, -169)
(-47, 8)
(49, -48)
(49, -152)
(-38, -3)
(-4, 171)
(47, 70)
(53, 166)
(-161, 102)
(135, 175)
(-45, 127)
(-77, 164)
(33, 73)
(-140, -110)
(-142, 7)
(31, 169)
(-117, -12)
(-88, -69)
(-118, 157)
(1, 105)
(98, -193)
(64, -188)
(-91, -88)
(-137, 103)
(-99, 93)
(-54, -123)
(144, 185)
(97, -70)
(-137, 30)
(68, 134)
(-108, 122)
(129, 39)
(-110, -141)
(163, 151)
(-65, 77)
(23, 98)
(65, -89)
(-10, -64)
(-143, -42)
(-7, -152)
(158, 51)
(128, -21)
(-26, 155)
(124, -181)
(31, 142)
(-106, 96)
(-3, 139)
(16, 81)
(-180, -14)
(21, 167)
(-99, -151)
(-97, 138)
(182, 79)
(116, -160)
(6, 149)
(-109, 124)
(-144, 18)
(-181, 183)
(-53, -145)
(-136, -103)
(135, -168)
(160, -188)
(153, 1)
(-71, -133)
(66, -41)
(-123, 106)
(-83, 166)
(-51, -166)
(-16, -51)
(131, 149)
(189, 126)
(-82, -104)
(-111, -57)
(-118, 188)
(25, 187)
(169, -74)
(-116, -65)
(-143, -88)
(-196, -24)
(-77, -51)
(-167, 39)
(-65, 143)
(30, 122)
(60, -115)
(-25, -143)
(105, -187)
(-2, 154)
(-103, 58)
(-177, 124)
(182, 97)
(158, -66)
(16, 35)
(116, -154)
(-115, -47)
(-41, -171)
(-57, 56)
(70, -173)
(2, -27)
(-18, 29)
(5, 17)
(85, 82)
(5, -90)
(-152, -5)
(95, 57)
(-174, 20)
(57, -96)
(144, -54)
(107, -120)
(-188, 70)
(-148, -148)
(155, -92)
(-134, -52)
(48, -14)
(159, 118)
(94, -136)
(-170, -158)
(-76, 182)
(171, -48)
(64, -184)
(-177, -186)
(132, 45)
(-109, -101)
(-43, 197)
(16, 175)
(-157, 136)
(191, -112)
(-155, -101)
(115, -183)
(37, 183)
(-115, 189)
(64, 148)
(-143, 167)
(198, 169)
(-12, -166)
(75, -149)
(196, 101)
(20, 158)
(141, 167)
(116, 1)
(182, -153)
(-4, 121)
(115, -129)
(53, 26)
(-98, 190)
(-178, 25)
(-38, 119)
(192, 194)
(42, -47)
(59, -82)
(-179, -172)
(-16, 64)
(83, -144)
(-12, -141)
(-144, 8)
(49, -27)
(-74, 113)
(132, -116)
(-122, 82)
(190, -11)
(114, 89)
(86, -26)
(164, -77)
(133, 178)
(-87, 62)
(157, 139)
(145, 165)
(-32, 37)
(-51, -134)
(-136, -3)
(-16, 125)
(-173, 6)
(117, 170)
(-164, -13)
(-32, 12)
(149, 172)
(83, 133)
(-145, 190)
(169, -159)
(154, 132)
(177, 52)
(-152, -82)
(17, -130)
(-84, -91)
(-109, 108)
(-127, -116)
(-164, 175)
(144, 129)
(-31, -107)
(-11, -60)
(189, 130)
(-12, -172)
(-30, -180)
(-73, -37)
(-46, -96)
(166, 166)
(-163, 159)
(42, -159)
(194, -30)
(103, -76)
(11, 133)
(-22, 38)
(-74, -130)
(-150, 197)
(-92, 195)
(199, 33)
(-68, -126)
(-8, -66)
(46, 127)
(-51, -4)
(137, 127)
(92, -37)
(112, 170)
(-54, 99)
(-182, 151)
(164, -71)
(-48, -65)
(-122, -60)
(99, 114)
(-94, 22)
(181, -132)
(-145, -185)
(-78, -6)
(174, 43)
(-126, 47)
(168, -13)
(195, 135)
(121, 200)
(-87, -114)
(-68, -142)
(97, -84)
(70, 139)
(102, 132)
(66, -184)
(170, 124)
(-108, 108)
(-72, -16)
(170, -181)
(100, 3)
(185, -71)
(-180, -146)
(-130, 184)
(-42, 138)
(-57, 189)
(-167, 193)
(22, -3)
(65, -185)
(-60, 27)
(38, 128)
(-70, -1)
(-115, 23)
(-126, 29)
(78, -29)
(-97, 101)
(23, -110)
(93, 101)
(120, -92)
(-103, -106)
(-119, -174)
(-119, 124)
(88, -100)
(-108, 12)
(72, -98)
(122, 41)
(119, -115)
(149, -156)
(-21, 59)
(-68, -62)
(-75, 57)
(43, 94)
(-76, -195)
(-169, 90)
(91, 87)
(-43, -91)
(-170, 199)
(82, 127)
(-125, -115)
(-3, 84)
(156, -137)
(195, -177)
(173, 94)
(89, -134)
(-81, -165)
(192, 81)
(9, 192)
(0, -57)
(-176, 55)
(-127, -136)
(150, -88)
(-132, 175)
(108, 102)
(20, 63)
(63, 3)
(-195, -7)
(190, -14)
(136, -84)
(-41, 198)
(-26, -97)
(113, -70)
(-129, 4)
(124, -174)
(163, 131)
(171, -158)
(-61, -53)
(134, 5)
(-28, -90)
(74, 34)
(182, -39)
(-129, -117)
(-23, -3)
(-142, 185)
(-117, -91)
(-57, -152)
(134, -52)
(173, -117)
(-56, 166)
(177, -141)
(-56, -63)
(19, 88)
(-169, -102)
(199, 50)
(-43, -35)
(113, 21)
(114, -105)
(74, -192)
(65, -101)
(-175, -162)
(-155, -58)
(-192, 52)
(44, -34)
(-14, 0)
(-137, -170)
(-57, 91)
(-145, -190)
(188, -3)
(-21, -159)
(-112, -87)
(14, 200)
(-110, 198)
(83, -139)
(145, 126)
(116, 117)
(51, 69)
(78, -140)
(2, -100)
(153, 41)
(-115, -56)
(-118, 53)
(-137, 190)
(-58, -180)
(63, -153)
(41, 64)
(86, -28)
(73, 8)
(-145, 67)
(-198, 80)
(152, -45)
(-83, -155)
